tweet,attachement,analysis
@ThreeUK customer service is so bad. All I want to do is turn off my voicemail because Three are the only people leaving me voicemails. 20 mins on hold so far and I got disconnected. #stressed,[],"[{'reply': ""@MarieMcgee66 Oh no! We're so sorry about that, Marie. That's not a great experience and we want to turn that around. Please reach out to us here: https://t.co/cpJkjb9o56. Please make sure you’re the account holder. We’re here 8am – 8pm during the week and 9am – 6pm at the weekend -Suzi"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
very #stressed feeling #stupid,[],"[{'reply': 'https://t.co/2BlGnxH73J', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}]"
I shouldn't be made to feel like shit just cos I asked u to do something 😕  #stressed #notfair #fucklife,[],"[{'reply': '@hatreenax Its a case of having to be ok but thank you xxx', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}, {'reply': '@pooliechick Aww hope your doing ok ❤️❤️❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.30""}'}]"
With your last $50 would you put it into Luna Classic or would you buy groceries?                                   #lunaClassic #lunc #luncburn #dirtpoor #stressed,[],"[{'reply': ""@halfwaythere_1 @1LUNCarmy If you only have 50 dollars left, I won't invest it in #LUNC ."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@bwww77 @1LUNCarmy I guess the question should be, would you put $50 into lunc? If the burn rate is as predicted that $50 could turn into $690,000.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.33""}'}, {'reply': '@bwww77 @1LUNCarmy @halfwaythere_1 https://t.co/QwD35Lb15v', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@1LUNCarmy @halfwaythere_1 #Luna is a very good example. Most people who invested all their money ended up jumping off the building.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': ""@halfwaythere_1 Never put your last money into #cryptocurrency whether it's #lunc #BTC or anything! Only put in what you can afford! 🤙"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.22""}'}]"
#STRESSED ! Wish me luck. https://t.co/vsEpnuLlbT,['https://pbs.twimg.com/media/FU9VF6KXwAANnPi.jpg - 2048x1146 - Alt: None'],"[{'reply': '@MooniMondschein Thank you mooniiiii ♥️🥰', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@patpranbestbfs Thank youuu 🥺🥰', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@MrsKorapat 🤟🏼😉 https://t.co/wnUDs9r2S9', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@MrsKorapat Good luck Mel u can do it and u are sooo pretty 😳', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
"@HDFCBank_Cares @HDFC_Bank #stressed #hdfcbank #note #timewast #credit not able to use this what kind of service is this tell me how it is possible we pay card fee qe do all hut while serving us the #CustomerService 
No proper response #emails but no response from your end https://t.co/VyeS1CXUhM","['https://pbs.twimg.com/media/FU8LHhtaIAAGVyI.jpg - 2048x945 - Alt: None', 'https://pbs.twimg.com/media/FU8LH_-akAAu9FL.jpg - 2048x945 - Alt: None']","[{'reply': '@HDFCBank_Cares More then 12 hours over u have not solved the issue', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}, {'reply': ""@HDFCBank_Cares Still the same from different browser also sane what kind of service is this i don't understand @HDFC_Bank @HDFCLIFE https://t.co/SlYSc9T4ed"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.03""}'}, {'reply': '@HDFCBank_Cares I did the same more than 5 times but same issue showing', 'classification': '{""prediction"":""Positive"",""Probability"":""0.21""}'}, {'reply': '@AbhiBeardoo Hi, we regret for any inconvenience caused. We note that insta card is not working. We request you to clear the temporary files, cookies and cache files and try again. Also, we suggest you to try in different browsers. -Varun', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@HDFCBank_Cares I have not got any updates from your end @HDFC_Bank @HDFCLIFE @hdfcsec', 'classification': '{""prediction"":""Positive"",""Probability"":""0.40""}'}, {'reply': '@HDFCBank_Cares More how much time kindly let me know', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@AbhiBeardoo Hi, thank you for sharing the details. I will ensure that it is taken up promptly. -Varun', 'classification': '{""prediction"":""Positive"",""Probability"":""0.44""}'}, {'reply': '@HDFCBank_Cares I have Send you in DM kindly check', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@AbhiBeardoo the details on Public Forum and only in the DM. -Manoj https://t.co/dQJRt1zIHU', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': ""@AbhiBeardoo Hi, we'll certainly look into this for you. Kindly DM us the Card Application No., along with the mobile number &amp; email ID for further assistance. All the details you provide will remain confidential and only be visible to HDFC Bank Admin. Also, we would request you to not post"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
Relaxing Sleep Music with Rain Sounds HD&gt;&gt; https://t.co/tjRIlmKhzd #rain #CALM #relaxation #sleep #Vegan #nature  #NaturePhotography #yoga #InSomnia #stress #stressrelief #stressed #stressmanagement #forest #forests @VeganFollowers @GainWithSam #water https://t.co/PVlId7G8Np,['None - 2160x3840 - Alt: None'],"[{'reply': '🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
Worst thing about losing an IG 4 me is the looooong list of potential models that i lose in the process😩 #STRESSED,[],"[{'reply': '@TheDestinysToes @wgtfent @Footacular1 This is why I keep screenshots &amp; use the notes app ☝🏾', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.30""}'}, {'reply': '@wgtfent @Footacular1 We got violated wayyy too many times for really dumb shit after that we just decided a Twitter it is', 'classification': '{""prediction"":""Negative"",""Probability"":""0.30""}'}, {'reply': '@TheDestinysToes @Footacular1 I’m never gonna put my all into IG like back in the day but i don’t think i could fully dead the platform. It’s just too popular 😩', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Footacular1 @wgtfent Amen! We started late w twitter and lost IG THREE TIMES!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.29""}'}, {'reply': '@wgtfent Yea! Everyone just don’t fuck wit Twitter like that. But I can’t play those IG games no more 🤦🏽\u200d♂️', 'classification': '{""prediction"":""Negative"",""Probability"":""0.43""}'}]"
i am #stressed besties,[],"[{'reply': '@vincentsIove WHY‼️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
Studying for finals! #finals #stressed #URC @LeFortniteW https://t.co/WA4TnK22bE,['None - 854x640 - Alt: None'],"[{'reply': '@a_marangiello who tf is this bum', 'classification': '{""prediction"":""Negative"",""Probability"":""0.36""}'}, {'reply': '@a_marangiello @LeFortniteW Look at my son. So proud of him!!!😇', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
just another day of me wanting to quit my jobs and drop out of school and just like run a coffee shop or something #stressed,[],"[{'reply': '@complaingel Wow that is truly the dream', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'reply': '@jilly_bby We can open one together if you want cuz I’m right there with you', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@jilly_bby i want to own and operate the bar from its always sunny with my closest friends but society won’t accept that 😔', 'classification': '{""prediction"":""Positive"",""Probability"":""0.29""}'}]"
@ThreeUK customer service is so bad. All I want to do is turn off my voicemail because Three are the only people leaving me voicemails. 20 mins on hold so far and I got disconnected. #stressed,[],"[{'reply': ""@MarieMcgee66 Oh no! We're so sorry about that, Marie. That's not a great experience and we want to turn that around. Please reach out to us here: https://t.co/cpJkjb9o56. Please make sure you’re the account holder. We’re here 8am – 8pm during the week and 9am – 6pm at the weekend -Suzi"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
very #stressed feeling #stupid,[],"[{'reply': 'https://t.co/2BlGnxH73J', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}]"
I shouldn't be made to feel like shit just cos I asked u to do something 😕  #stressed #notfair #fucklife,[],"[{'reply': '@hatreenax Its a case of having to be ok but thank you xxx', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}, {'reply': '@pooliechick Aww hope your doing ok ❤️❤️❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.30""}'}]"
With your last $50 would you put it into Luna Classic or would you buy groceries?                                   #lunaClassic #lunc #luncburn #dirtpoor #stressed,[],"[{'reply': ""@halfwaythere_1 @1LUNCarmy If you only have 50 dollars left, I won't invest it in #LUNC ."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@bwww77 @1LUNCarmy I guess the question should be, would you put $50 into lunc? If the burn rate is as predicted that $50 could turn into $690,000.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.33""}'}, {'reply': '@bwww77 @1LUNCarmy @halfwaythere_1 https://t.co/QwD35Lb15v', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@1LUNCarmy @halfwaythere_1 #Luna is a very good example. Most people who invested all their money ended up jumping off the building.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': ""@halfwaythere_1 Never put your last money into #cryptocurrency whether it's #lunc #BTC or anything! Only put in what you can afford! 🤙"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.22""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #Cardano  #luna #terraluna #bitcoin #eth

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #xlm #luna #terraluna #bitcoin #dogecoin

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
@FortniteGame please fix this “friend request accepted” bug that happens every time we log into the game. #stressed #Fortnite #FortniteVibin,[],"[{'reply': ""@ScottyWantsToNo @FortniteGame Yeah its really hard to vibe when you're getting constant pop ups every time you boot up the game going through your entire friend list. #vibekiller"", 'classification': '{""prediction"":""Negative"",""Probability"":""0.25""}'}]"
More than a little delirious today. My last day in California for a while. #moving #tired #stressed,[],"[{'reply': '@pianotm26 Thank you, Thomas!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Wishing you all the best in your journey down the highway!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@DonCardenasArt Thanks very much!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Take care and good luck!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@LazyHorde Thank you!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Good luck!!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.08""}'}]"
When you literally get 11 minutes from the time your finger presses the button on the first image to get around several levels and places with cameras and lights at sjp till you take the last shot… #stressed but got the job done in record time! Welcome back @Mattytargett https://t.co/srmEUQJx5K,"['https://pbs.twimg.com/media/FUvg-iCWUAAxnfy.jpg - 1348x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iDXoAEaWY5.jpg - 1204x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iVXsAIZLgX.jpg - 1306x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-n5XoAg0xTS.jpg - 1426x2048 - Alt: None']","[{'reply': '@iamserenataylor @Mattytargett Ahhh fairs.  I meant it in  a positive way suggesting maybe your team had grown or some stuff had been updated to help you kind of thing.  Maybe just the other departments are now a tad more professional lol.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@deezamc79 @Mattytargett And it got delayed…  I could’ve had at least 2 more minutes with 4 more backdrops… 🤣🤣', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': '@cjlow_ @Mattytargett It doesn’t take so long for the media side to be done and never has. It’s not held up by media related duties. Our department and everyone in it have always been professional and we are not doing anything we never already did before. Just saying. 😊', 'classification': '{""prediction"":""Negative"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett You have just photo shopped Targett over Dan Ashworth 😭😭😂', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.13""}'}, {'reply': '@iamserenataylor @MitchT1998 @Mattytargett Great work Serena ...keep it up plenty more to do this summer I reckon', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'reply': '@iamserenataylor @Mattytargett Loving your work! Great gig?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': ""@iamserenataylor @Mattytargett I love MT because he's so understated - exactly the type of personality that we should be bringing to the club as we move into phase two of the project."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@manxpie86 @iamserenataylor @Mattytargett Twats dressed like twas and Matt Targett', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@iamserenataylor @Mattytargett well done :)', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett #NUFC https://t.co/oPimcb48aG', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
Getting ready for thin vendor event just reminded me why i don’t do them #stressed,[],"[{'reply': '@STLStylings Next week', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@AQualityMess I just saw your TikTok! When is yours? Mines is Saturday', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@STLStylings Whew girl same', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
@matalan now confirming my order was infact in stock but they still cancelled it….???? I do not have time to re-order all this!! Jason Hargreaves this needs to be dealt with! #Stressed https://t.co/Pysqm1sYb7,[],"[{'reply': '@smunro1988 Hi, please send us over a DM we will be happy to help', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #Cardano  #luna #terraluna #bitcoin #eth

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #xlm #luna #terraluna #bitcoin #dogecoin

https://t.co/pswXy5cjb1",[],"[{'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
@FortniteGame please fix this “friend request accepted” bug that happens every time we log into the game. #stressed #Fortnite #FortniteVibin,[],"[{'reply': ""@ScottyWantsToNo @FortniteGame Yeah its really hard to vibe when you're getting constant pop ups every time you boot up the game going through your entire friend list. #vibekiller"", 'classification': '{""prediction"":""Negative"",""Probability"":""0.25""}'}]"
More than a little delirious today. My last day in California for a while. #moving #tired #stressed,[],"[{'reply': '@pianotm26 Thank you, Thomas!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Wishing you all the best in your journey down the highway!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@DonCardenasArt Thanks very much!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Take care and good luck!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@LazyHorde Thank you!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@schiekapedia Good luck!!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.08""}'}]"
When you literally get 11 minutes from the time your finger presses the button on the first image to get around several levels and places with cameras and lights at sjp till you take the last shot… #stressed but got the job done in record time! Welcome back @Mattytargett https://t.co/srmEUQJx5K,"['https://pbs.twimg.com/media/FUvg-iCWUAAxnfy.jpg - 1348x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iDXoAEaWY5.jpg - 1204x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iVXsAIZLgX.jpg - 1306x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-n5XoAg0xTS.jpg - 1426x2048 - Alt: None']","[{'reply': '@iamserenataylor @Mattytargett Ahhh fairs.  I meant it in  a positive way suggesting maybe your team had grown or some stuff had been updated to help you kind of thing.  Maybe just the other departments are now a tad more professional lol.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@deezamc79 @Mattytargett And it got delayed…  I could’ve had at least 2 more minutes with 4 more backdrops… 🤣🤣', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': '@cjlow_ @Mattytargett It doesn’t take so long for the media side to be done and never has. It’s not held up by media related duties. Our department and everyone in it have always been professional and we are not doing anything we never already did before. Just saying. 😊', 'classification': '{""prediction"":""Negative"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett You have just photo shopped Targett over Dan Ashworth 😭😭😂', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.13""}'}, {'reply': '@iamserenataylor @MitchT1998 @Mattytargett Great work Serena ...keep it up plenty more to do this summer I reckon', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'reply': '@iamserenataylor @Mattytargett Loving your work! Great gig?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'reply': ""@iamserenataylor @Mattytargett I love MT because he's so understated - exactly the type of personality that we should be bringing to the club as we move into phase two of the project."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@manxpie86 @iamserenataylor @Mattytargett Twats dressed like twas and Matt Targett', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@iamserenataylor @Mattytargett well done :)', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@iamserenataylor @Mattytargett #NUFC https://t.co/oPimcb48aG', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
Getting ready for thin vendor event just reminded me why i don’t do them #stressed,[],"[{'reply': '@STLStylings Next week', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@AQualityMess I just saw your TikTok! When is yours? Mines is Saturday', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'reply': '@STLStylings Whew girl same', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
@matalan now confirming my order was infact in stock but they still cancelled it….???? I do not have time to re-order all this!! Jason Hargreaves this needs to be dealt with! #Stressed https://t.co/Pysqm1sYb7,[],"[{'reply': '@smunro1988 Hi, please send us over a DM we will be happy to help', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
