tweet,attachement,analysis
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@N1181xX Where abouts are you looking? They’ve said that the delays are lack of builders &amp; materials, which is ridiculous as they have continued to build other houses on the site! I was meant to move August 2021 &amp; am still waiting, with no move date in sight!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'reply': '@N1181xX Yep, the excitement has been replaced with anxiety &amp; feeling frightened that we’ll be homeless! We are in a similar situation where the house is there, we have been inside it &amp; looked round, yet it still won’t get signed off 😳 It’s so disheartening 🥺', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.21""}'}, {'reply': '@jenstimp That’s nearly a year!! So sorry to hear this, it must have ruined any excitement completely for you all. Site we were looking at is in Farnham. From what I can see all the houses are ready but the road doesn’t seem to be finished', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@N1181xX Where abouts are you looking? They’ve said that the delays are lack of builders &amp; materials, which is ridiculous as they have continued to build other houses on the site! I was meant to move August 2021 &amp; am still waiting, with no move date in sight!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@jenstimp Someone else in the same boat as you on trustpilot plus others. Have they told you what the delay is? Phase 1 of where I’m looking was sold out January or before I think, but nobody has moved in yet and the phase 2 launch has been pushed back. Houses are all complete too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}, {'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
Y’all ain’t ready for this one! My EP Stressed coming out the 25th!! 6/25💪🏼 #newmusic #music #rap #musician #ep #epcomingsoon #takingover #rapper #stressed #beingme #beyourself #fyp #tunein #photography #hiphop #undergroundrap #undergroundhiphop #chasingdreams https://t.co/wyXz8IuDiR,['None - 720x1280 - Alt: None'],"[{'reply': '@JaySeaDaGod bettttt', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
“My cognitive abilities now pale in comparison to what they used to be… Because my body is so #stressed by #pain—all resources are diverted to handling it.” Ways 'Pain Brain' Makes Life Complicated https://t.co/RIUFBaeBHj ￼#chronicpain #chronicillness #brainfog ￼,[],"[{'reply': '@APainPrincess Then comes stomach ulcers, gum deteriorates from stress... from constant 4 to 8.\n.pain levels.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.39""}'}]"
Count to ten I need to count to 100 🙄🙄🙄The challenges are unbelievable can't even get a bloody delivery slot for shopping as not all here the same time 🥺 I've had about as much as I can take of my life like this 😡 I need a break and some good news and fast ! #fedup #stressed,[],"[{'reply': ""@tracymilton Thank you Tracy yes I use Iceland deliveries every week they are great I agree .But unfortunately we are not all home at the same time they drop it off downstairs and it's impossible for me to carry it all up the stairs on my own xx"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@reddevil1975 Iceland are pretty good for delivery slots down this way when the other supermarkets are fully booked, have you tried them? X', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
"Mine and my family's should b here by Friday if that's the case ,but it funny seeing ppl getting there back within 2 weeks of appliaing, hopefully come soon within the coming weeks unless u will see my tent outside Newport passport office #stressed https://t.co/CUIvRamVax",[],"[{'reply': '@sherbyrfc Keep on to them mate', 'classification': '{""prediction"":""Positive"",""Probability"":""0.31""}'}, {'reply': '@sherbyrfc Who knows https://t.co/oy3rm4Ntco', 'classification': '{""prediction"":""Positive"",""Probability"":""0.40""}'}, {'reply': '@sherbyrfc Or applying!?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.33""}'}, {'reply': '@sherbyrfc *appealing', 'classification': '{""prediction"":""Positive"",""Probability"":""0.09""}'}]"
This father’s land don tire me to serve oo😒#stressed,[],"[{'reply': '@Empressnana6 Come to AkwaIbom 😂', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@goziee_ Na mumu dey enjoy camp😂😂, I hate you🤧', 'classification': '{""prediction"":""Negative"",""Probability"":""0.31""}'}, {'reply': '@Empressnana6 I’m enjoying camp ooo😂', 'classification': '{""prediction"":""Positive"",""Probability"":""0.06""}'}, {'reply': '@goziee_', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
"Are you stressed out? 😥😭😲 Let's get you relaxed by filling your diffuser for a trip to the virtual spa!!! 👇🏼Which of these diffuser blends would you enjoy diffusing...

🌸 Island Spa OR 🏔️ Alpine Spa?

#stressrelief #stressed #diffuserblend #eo #doterra #islandspa #alpinespa https://t.co/AWZM3vCdU6","['https://pbs.twimg.com/media/FVveRUCXoAA8mHi.jpg - 2048x2048 - Alt: None', 'https://pbs.twimg.com/media/FVveR39WQAAmGD9.jpg - 2048x2048 - Alt: None']","[{'reply': '@eoilswithbetz Free @calm premium for a year! https://t.co/2Y4w4PPW4O https://t.co/wsqNOMxTow', 'classification': '{""prediction"":""Positive"",""Probability"":""0.03""}'}]"
"I low-key want to become a monk. And high-key not give my opinion anymore, unless asked... bout to start charging muhfuckas for a piece of my mind. 😠😠 #Stressed",[],"[{'reply': '@arkthaengineer I second that!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.35""}'}]"
Zoom had my son #stressed https://t.co/QBbjBUn50W,[],"[{'reply': '@HitTapiaLives Was morso talkin bout my mood than the scene itself but yes i do agree lmao', 'classification': '{""prediction"":""Positive"",""Probability"":""0.03""}'}]"
"I afraid this may be a hole I'm which I can't get out...
#stressed #debtsucks",[],"[{'reply': '@Dominurtrix @RebeccaSmith777 Nothing I choose ever seems to work out...but I want to make better choices, truly.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': ""@Dominurtrix @RebeccaSmith777 Ughhhh. Yes ma'am. Maybe I like flirting with danger."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.31""}'}, {'reply': '@call_me_moxie @RebeccaSmith777 Choices choices....', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@RebeccaSmith777 Thanks. My whole life is a difficult time :P haha. uh.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@call_me_moxie Oh no! I’m sorry to hear you are facing difficult times:-(', 'classification': '{""prediction"":""Negative"",""Probability"":""0.12""}'}]"
"Brain is bleh today just feeling off from working all weekend Dx still trying to hustle so I can get snacks. T-T just wanna get my favorite Japanese ones. 

#bbw #stressed #feedee https://t.co/KtI5PyucQS",['https://pbs.twimg.com/media/FVuF17ZXoAAnPtC.jpg - 1331x652 - Alt: None'],"[{'reply': '@LigerSexy https://t.co/JXiawGEk8e', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@LigerSexy Sending many hugs your way 🫂🥺', 'classification': '{""prediction"":""Positive"",""Probability"":""0.35""}'}]"
.@DanielDiMartino @Fan_of_gorton @dollaretteco I wish can and US had same currency. Tryna move there and shockingly the banking options are all terrible for converting/making US payments. How is TD Canada not really affiliated with TD Ameritrade at all. #stressed,[],"[{'reply': '@dollaretteco @DanielDiMartino @Fan_of_gorton the banking associate i spoke with at RBC wasn’t all that great and I ended up sticking with TD because they have a trandfer partnership with Bank of America. However I’m looking at all options . I blame myself for being unprepared I didn’t even have a brick mortar cdn account 🤦\u200d♂️', 'classification': '{""prediction"":""Negative"",""Probability"":""0.35""}'}, {'reply': '@elephantrising1 @DanielDiMartino @Fan_of_gorton did you try opening an RBC US account? You will be able to use that.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.03""}'}, {'reply': '@dollaretteco @DanielDiMartino @Fan_of_gorton I am moving there on a student visa but I never had any US chequing account now I’m fked because I can’t pay a rental deposit with a USD check. Who still uses check books?! Btw the landlord is a cdn!! Offered to pay converted amts in cad and settle differences later but no can do', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.29""}'}, {'reply': ""@elephantrising1 @DanielDiMartino @Fan_of_gorton If you're young and ambitious, go to the US. RBC can give you US accounts in the states, but there is a yearly/monthly fee. One way to get to the US is with a student visa."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
Dark Souls has me smokin all my weed ... #stressed,[],"[{'reply': '@Queenposha Replay of dead space 2 has me smoking all of mine 😅😅', 'classification': '{""prediction"":""Negative"",""Probability"":""0.30""}'}, {'reply': ""@Queenposha It's like they don't want u to win"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
in two months i am moving into an apartment i can’t really afford because my daughter is deserving of her own room. #stressed,[],"[{'reply': '@brockdickerson0 You got this bro❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}]"
2-day migraine. #stressed,[],"[{'reply': '@WANTED_joh Hydrate and rest.🙏🏽', 'classification': '{""prediction"":""Positive"",""Probability"":""0.35""}'}]"
@SouthernRailUK what’s going on? We are stuck at east Croydon and no one is giving us an update! I have a flight to catch! #stressed #noupdate,[],"[{'reply': '@_Tommy_91_ Hi Thomas, if you wish to log this formally you can do so here - https://t.co/F6fYRTAH3C - ^Jack', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.07""}'}, {'reply': '@SouthernRailUK Am I able to claim for the cost of my Uber for having to travel to not miss my train due to there not being any updates? And being delayed for an unknown amount of time!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@SouthernRailUK That would be helpful to know as the train guard knows nothing! If we had have been told to change trains I wouldn’t have missed my flight', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'reply': '@_Tommy_91_ Hi there, apologies for the delay to your service. There is currently single line working taking place between East Croydon and Gatwick Airport, meaning only one of the four available lines is in use, this what is causing delays. We hope to have you moving shortly. ^Emily', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
"Literally crying because I haven’t eaten an actual meal in a week. My SSI lasts about half the month &amp; then 🤷🏼‍♀️. Food shopping, healthy, decent meals are few, my SSI check is less than my parents mortgage payment each month. #stressed #struggling #DisabilityTwitter",[],"[{'reply': 'Every experience is a unique one, there will always be a worse off. It doesn’t negate anyone else’s situation.\n\nAnd right now I’m fucking hungry and crying and mad because I’m expected to live like this, and I’m actually one of the LUCKY ones.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.08""}'}, {'reply': 'And look, I know it could be worse, I don’t need to be reminded. I know my situation isn’t the worst out there. Y’all, my whole body is in so much pain right now, I’m hungry, my knee keeps swelling overnight, my head is going to combust.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.13""}'}]"
"Brain: Be depressed. 
Me: dude, no. Not today. 
Brain: hey listen to that music that fucks you up more.

....

Me: BET. 

#depression #Anxiety #stressed #Mentalhealth",[],"[{'reply': '@Undead_Daddi I hate how relatable this is', 'classification': '{""prediction"":""Negative"",""Probability"":""0.05""}'}, {'reply': '@Undead_Daddi What do you think I’m doing right now??? Fuck.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
clearing my head #stressed https://t.co/foNfV3eNgL,['None - 1080x1920 - Alt: None'],"[{'reply': '@R6Program 😭😭', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@s6usn lmfao', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.12""}'}]"
my bestie got this for me lol I need it today @SajeWellness #stressed https://t.co/q61M0sSo3O,['https://pbs.twimg.com/media/FVgqsz4UEAAFHlC.jpg - 2048x2048 - Alt: None'],"[{'reply': '@starseedjazzy Such a perfect combination 💚', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
just drove #blessed #stressed,[],"[{'reply': '@chromaliee oh, in that case very #proud of you 😁', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.20""}'}, {'reply': '@njslostairpods i get kinda strong driving anxiety 😭', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@chromaliee oh do you not like driving ? 😭', 'classification': '{""prediction"":""Negative"",""Probability"":""0.39""}'}]"
"North Korea announces outbreak of intestinal sickness

#intestinal #wellknit #stressed #taking #outbreak #announces #korea #suspected #cases #tests #quarantine #scientific #north #spread #thoroughly #sickness

https://t.co/Fqrw9ugkPn https://t.co/TyE2ejj0jX",['https://pbs.twimg.com/media/FVcMELSWYAE2UeN.jpg - 576x1024 - Alt: None'],"[{'reply': 'The illness, which experts say could be typhoid or cholera, comes amid a wave of Covid infections.', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.36""}'}]"
"@premierinn We are experiencing severe stress with our group booking for our wedding in August. You expect a 50% deposit in two weeks but communication is so slow. A single phone call, that we requested, would have solved our problems. #stressed #outraged #poorservice",[],"[{'reply': ""@_AsleO We're really sorry to hear that. Can we ask if it's contact from our Group bookings team you are still waiting on? James"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
"Welp. Yesterday was stressful at work. Looks like today is gonna follow suit. Send pet pics and chocolate 😅 

#stressed #WritingCommunity",[],"[{'reply': '@Linnaeus_Sky 👀', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@Conkel62 Awww buddy! ❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.38""}'}, {'reply': '@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg', 'classification': '{""prediction"":""Positive"",""Probability"":""0.28""}'}, {'reply': '@siporacoffelt Haha thanks', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@Linnaeus_Sky https://t.co/t0r88o8Jfe', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': ""@Linnaeus_Sky Here's to a surprisingly good day. https://t.co/TyzfkQgUAE"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Linnaeus_Sky https://t.co/NNJZxsOrXB', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@HCHelfand Thanks! ☺️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@AuthorMarkRunte Cute! Yes, hopefully you’ll be able to take more pics of Ollie', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@DNARNADan Awww the tongue sticking out is cute 🥰', 'classification': '{""prediction"":""Positive"",""Probability"":""0.05""}'}]"
I hate the fact that I’m that anxious all the time. I’m constantly on the verge of crying because of it. #MentalHealthAwareness #anxiety #stressed,[],"[{'reply': '@Kayleskaay Xxxxxxxxxxxx', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@MTorezwriting I appreciate it cousin. I’ll be okay. I’ll message you if I need to ❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@Kayleskaay Would u like to chat xx u have my number brother', 'classification': '{""prediction"":""Positive"",""Probability"":""0.25""}'}]"
"Welp. Yesterday was stressful at work. Looks like today is gonna follow suit. Send pet pics and chocolate 😅 

#stressed #WritingCommunity",[],"[{'reply': '@Linnaeus_Sky 👀', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@Conkel62 Awww buddy! ❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.38""}'}, {'reply': '@Linnaeus_Sky Pet pic. Go make some money😤 https://t.co/hEL8Pzezzg', 'classification': '{""prediction"":""Positive"",""Probability"":""0.28""}'}]"
